company_name,ticker_symbol,company_esg_score,company_esg_score_group,industry
"Emerald Expositions Events, Inc.",NYS:EEX,18.1,Low ESG Risk,Media
Eniro Group AB,OME:ENRO,14.9,Low ESG Risk,Media
Entravision Communications Corp.,NYS:EVC,18.9,Low ESG Risk,Media
Eutelsat Communications SA,PAR:ETL,11.4,Low ESG Risk,Media
EVT Ltd.,ASX:EVT,15.7,Low ESG Risk,Media
"Focus Media Information Technology Co., Ltd.",SHE:002027,19.4,Low ESG Risk,Media
Fox Corp.,NAS:FOXA,12.2,Low ESG Risk,Media
"fuboTV, Inc.",NYS:FUBO,19.4,Low ESG Risk,Media
"Fuji Media Holdings, Inc.",TKS:4676,19.4,Low ESG Risk,Media
"Gakken Holdings Co., Ltd.",TKS:9470,16.4,Low ESG Risk,Media
"Gannett Co., Inc.",NYS:GCI,14.8,Low ESG Risk,Media
Globo Comunicaçoes e Participações SA,-,13.8,Low ESG Risk,Media
"Gray Television, Inc.",NYS:GTN,17.6,Low ESG Risk,Media
Grupo Televisa SAB,MEX:TLEVISACPO,18.5,Low ESG Risk,Media
"Hakuhodo DY Holdings, Inc.",TKS:2433,19.3,Low ESG Risk,Media
Hangzhou Onechance Tech Corp.,SHE:300792,19.8,Low ESG Risk,Media
HT Media Ltd.,BOM:532662,16.0,Low ESG Risk,Media
"HYBE Co., Ltd.",KRX:352820,16.6,Low ESG Risk,Media
"iHeartMedia, Inc.",NAS:IHRT,16.6,Low ESG Risk,Media
"IMAX China Holding, Inc.",HKG:1970,14.6,Low ESG Risk,Media
IMAX Corp.,NYS:IMAX,18.3,Low ESG Risk,Media
"Innocean Worldwide, Inc.",KRX:214320,18.3,Low ESG Risk,Media
"INTAGE HOLDINGS, Inc.",TKS:4326,19.5,Low ESG Risk,Media
"iQIYI, Inc.",NAS:IQ,19.8,Low ESG Risk,Media
ITV Plc,LON:ITV,10.2,Low ESG Risk,Media
JCDecaux SE,PAR:DEC,12.6,Low ESG Risk,Media
Jiangsu Broadcasting Cable Information Network Corp. Ltd.,SHG:600959,17.9,Low ESG Risk,Media
"Jiangsu Phoenix Publishing & Media Corp., Ltd.",SHG:601928,17.3,Low ESG Risk,Media
"John Wiley & Sons, Inc.",NYS:WLY,13.1,Low ESG Risk,Media
Juventus Football Club SpA,MIL:JUVE,18.1,Low ESG Risk,Media
JYP Entertainment Corp.,KRX:035900,16.3,Low ESG Risk,Media
Kadokawa Corp.,TKS:9468,12.3,Low ESG Risk,Media
Kinepolis Group NV,BRU:KIN,17.6,Low ESG Risk,Media
Lamar Advertising Co.,NAS:LAMR,18.2,Low ESG Risk,Media
Liberty Broadband Corp.,NAS:LBRDK,18.6,Low ESG Risk,Media
Liberty Media Corp.,NAS:FWONK,19.6,Low ESG Risk,Media
Liberty Media Corp. Liberty Braves,-,16.8,Low ESG Risk,Media
"Lifull Co., Ltd.",TKS:2120,16.1,Low ESG Risk,Media
Lions Gate Entertainment Corp.,NYS:LGF.A,18.1,Low ESG Risk,Media
Freehold Royalties Ltd.,TSE:FRU,8.1,Negligible ESG Risk,Oil & Gas Producers
PrairieSky Royalty Ltd.,TSE:PSK,5.9,Negligible ESG Risk,Oil & Gas Producers
Texas Pacific Land Corp.,NYS:TPL,7.6,Negligible ESG Risk,Oil & Gas Producers
Topaz Energy Corp.,TSE:TPZ,7.2,Negligible ESG Risk,Oil & Gas Producers
Altri SGPS SA,LIS:ALTR,14.5,Low ESG Risk,Paper & Forestry
Arctic Paper SA,WAR:ATC,13.9,Low ESG Risk,Paper & Forestry
Bergs Timber AB,-,19.0,Low ESG Risk,Paper & Forestry
Dexco SA,BSP:DXCO3,11.8,Low ESG Risk,Paper & Forestry
"ENCE Energia y Celulosa, SA",MCE:ENC,13.3,Low ESG Risk,Paper & Forestry
Greenpanel Industries Ltd.,BOM:542857,19.9,Low ESG Risk,Paper & Forestry
"Hansol Paper Co., Ltd.",KRX:213500,18.9,Low ESG Risk,Paper & Forestry
Holmen AB,OME:HOLM.B,19.9,Low ESG Risk,Paper & Forestry
Interfor Corp.,TSE:IFP,17.5,Low ESG Risk,Paper & Forestry
Inversiones CMPC SA,-,19.1,Low ESG Risk,Paper & Forestry
"Mercer International, Inc.",NAS:MERC,17.4,Low ESG Risk,Paper & Forestry
Metsä Board Oyj,HEL:METSB,14.2,Low ESG Risk,Paper & Forestry
Mondi Plc,LON:MNDI,12.0,Low ESG Risk,Paper & Forestry
Nordic Paper Holding AB,OME:NPAPER,19.8,Low ESG Risk,Paper & Forestry
PotlatchDeltic Corp.,NAS:PCH,16.5,Low ESG Risk,Paper & Forestry
Sappi Ltd.,JSE:SAP,15.3,Low ESG Risk,Paper & Forestry
Stora Enso Oyj,HEL:STERV,14.3,Low ESG Risk,Paper & Forestry
Suzano SA,BSP:SUZB3,17.7,Low ESG Risk,Paper & Forestry
Svenska Cellulosa AB SCA,OME:SCA.B,17.4,Low ESG Risk,Paper & Forestry
The Navigator Co. SA,LIS:NVG,15.4,Low ESG Risk,Paper & Forestry
UPM-Kymmene Oyj,HEL:UPM,14.9,Low ESG Risk,Paper & Forestry
West Fraser Timber Co. Ltd.,TSE:WFG,17.8,Low ESG Risk,Paper & Forestry
Weyerhaeuser Co.,NYS:WY,15.2,Low ESG Risk,Paper & Forestry
Adaptive Biotechnologies Corp.,NAS:ADPT,18.9,Low ESG Risk,Pharmaceuticals
"Agilent Technologies, Inc.",NYS:A,11.4,Low ESG Risk,Pharmaceuticals
ALK-Abello A/S,CSE:ALK.B,19.3,Low ESG Risk,Pharmaceuticals
Almirall SA,MCE:ALM,16.3,Low ESG Risk,Pharmaceuticals
"Astellas Pharma, Inc.",TKS:4503,18.3,Low ESG Risk,Pharmaceuticals
"Asymchem Laboratories (Tianjin) Co., Ltd.",HKG:6821,19.1,Low ESG Risk,Pharmaceuticals
"Avantor, Inc.",NYS:AVTR,16.5,Low ESG Risk,Pharmaceuticals
"Azenta, Inc.",NAS:AZTA,15.9,Low ESG Risk,Pharmaceuticals
Bachem Holding AG,SWX:BANB,19.2,Low ESG Risk,Pharmaceuticals
"BGI Genomics Co., Ltd.",SHE:300676,19.4,Low ESG Risk,Pharmaceuticals
Bicycle Therapeutics Plc,NAS:BCYC,12.7,Low ESG Risk,Pharmaceuticals
"Bio-Rad Laboratories, Inc.",NYS:BIO,16.8,Low ESG Risk,Pharmaceuticals
BioGaia AB,OME:BIOG.B,15.7,Low ESG Risk,Pharmaceuticals
Biotage AB,OME:BIOT,18.7,Low ESG Risk,Pharmaceuticals
Bruker Corp.,NAS:BRKR,19.5,Low ESG Risk,Pharmaceuticals
"Catalyst Pharmaceuticals, Inc.",NAS:CPRX,18.2,Low ESG Risk,Pharmaceuticals
CellaVision AB,OME:CEVI,14.8,Low ESG Risk,Pharmaceuticals
CEVA Santé Animale SA,-,19.9,Low ESG Risk,Pharmaceuticals
"Charles River Laboratories International, Inc.",NYS:CRL,18.1,Low ESG Risk,Pharmaceuticals
ChemoMetec A/S,CSE:CHEMM,15.8,Low ESG Risk,Pharmaceuticals
"Daiichi Sankyo Co., Ltd.",TKS:4568,19.8,Low ESG Risk,Pharmaceuticals
Danaher Corp.,NYS:DHR,10.4,Low ESG Risk,Pharmaceuticals
Dechra Pharmaceuticals Plc,-,14.3,Low ESG Risk,Pharmaceuticals
DiaSorin SpA,MIL:DIA,19.5,Low ESG Risk,Pharmaceuticals
DSM-Firmenich AG,AMS:DSFIR,16.8,Low ESG Risk,Pharmaceuticals
"Elanco Animal Health, Inc.",NYS:ELAN,18.5,Low ESG Risk,Pharmaceuticals
Ergomed Plc,-,17.7,Low ESG Risk,Pharmaceuticals
EUROAPI SA,PAR:EAPI,19.2,Low ESG Risk,Pharmaceuticals
Eurofins Scientific SE,PAR:ERF,15.0,Low ESG Risk,Pharmaceuticals
Evotec SE,ETR:EVT,17.7,Low ESG Risk,Pharmaceuticals
Green Cross Corp.,KRX:006280,18.7,Low ESG Risk,Pharmaceuticals
Grifols SA,MCE:GRF,15.1,Low ESG Risk,Pharmaceuticals
Grünenthal Pharma GmbH & Co. KG,-,18.5,Low ESG Risk,Pharmaceuticals
GSK Plc,LON:GSK,15.4,Low ESG Risk,Pharmaceuticals
H. Lundbeck A/S,CSE:HLUN.B,19.3,Low ESG Risk,Pharmaceuticals
Haleon Plc,LON:HLN,14.6,Low ESG Risk,Pharmaceuticals
"Halozyme Therapeutics, Inc.",NAS:HALO,19.9,Low ESG Risk,Pharmaceuticals
"Hangzhou Tigermed Consulting Co., Ltd.",HKG:3347,15.4,Low ESG Risk,Pharmaceuticals
Horizon Therapeutics Plc,-,17.2,Low ESG Risk,Pharmaceuticals
ICON plc,NAS:ICLR,15.6,Low ESG Risk,Pharmaceuticals
"Illumina, Inc.",NAS:ILMN,19.0,Low ESG Risk,Pharmaceuticals
"IQVIA Holdings, Inc.",NYS:IQV,16.1,Low ESG Risk,Pharmaceuticals
"Ironwood Pharmaceuticals, Inc.",NAS:IRWD,18.9,Low ESG Risk,Pharmaceuticals
"JOINN Laboratories (China) Co., Ltd.",HKG:6127,13.8,Low ESG Risk,Pharmaceuticals
"Kyowa Kirin Co., Ltd.",TKS:4151,18.2,Low ESG Risk,Pharmaceuticals
Laboratorios Farmaceúticos Rovi SA,MCE:ROVI,15.3,Low ESG Risk,Pharmaceuticals
Lonza Group AG,SWX:LONN,15.9,Low ESG Risk,Pharmaceuticals
"Maravai Lifesciences Holdings, Inc.",NAS:MRVI,16.1,Low ESG Risk,Pharmaceuticals
MedCap AB,OME:MCAP,15.9,Low ESG Risk,Pharmaceuticals
"Medpace Holdings, Inc.",NAS:MEDP,17.2,Low ESG Risk,Pharmaceuticals
Merck KGaA,ETR:MRK,16.9,Low ESG Risk,Pharmaceuticals
"Mettler-Toledo International, Inc.",NYS:MTD,12.1,Low ESG Risk,Pharmaceuticals
"Moderna, Inc.",NAS:MRNA,19.8,Low ESG Risk,Pharmaceuticals
"NeoGenomics, Inc.",NAS:NEO,20.0,Low ESG Risk,Pharmaceuticals
Novartis AG,SWX:NOVN,13.6,Low ESG Risk,Pharmaceuticals
Nykode Therapeutics ASA,OSL:NYKD,17.6,Low ESG Risk,Pharmaceuticals
"Oneness Biotech Co., Ltd.",ROCO:4743,16.5,Low ESG Risk,Pharmaceuticals
Oxford Nanopore Technologies Plc,LON:ONT,18.2,Low ESG Risk,Pharmaceuticals
"Pacific Biosciences of California, Inc.",NAS:PACB,18.5,Low ESG Risk,Pharmaceuticals
Pfizer Inc.,NYS:PFE,17.8,Low ESG Risk,Pharmaceuticals
"Pharmaron Beijing Co., Ltd.",HKG:3759,14.5,Low ESG Risk,Pharmaceuticals
PT Industri Jamu dan Farmasi Sido Muncul Tbk,JKT:SIDO,18.5,Low ESG Risk,Pharmaceuticals
QIAGEN NV,NYS:QGEN,13.5,Low ESG Risk,Pharmaceuticals
"Qingdao Haier Biomedical Co., Ltd.",SHG:688139,13.9,Low ESG Risk,Pharmaceuticals
"Quantum-Si, Inc.",NAS:QSI,18.7,Low ESG Risk,Pharmaceuticals
"Recursion Pharmaceuticals, Inc.",NAS:RXRX,13.9,Low ESG Risk,Pharmaceuticals
"Regeneron Pharmaceuticals, Inc.",NAS:REGN,16.8,Low ESG Risk,Pharmaceuticals
Repligen Corp.,NAS:RGEN,15.9,Low ESG Risk,Pharmaceuticals
"Revvity, Inc.",NYS:RVTY,16.2,Low ESG Risk,Pharmaceuticals
"SAMSUNG BIOLOGICS Co., Ltd.",KRX:207940,16.9,Low ESG Risk,Pharmaceuticals
Sanofi,PAR:SAN,18.8,Low ESG Risk,Pharmaceuticals
Sartorius AG,ETR:SRT3,16.3,Low ESG Risk,Pharmaceuticals
Sartorius Stedim Biotech SA,PAR:DIM,14.5,Low ESG Risk,Pharmaceuticals
"Shanghai Medicilon, Inc.",SHG:688202,19.5,Low ESG Risk,Pharmaceuticals
"Shin Nippon Biomedical Laboratories, Ltd.",TKS:2395,18.1,Low ESG Risk,Pharmaceuticals
Siegfried Holding AG,SWX:SFZN,16.4,Low ESG Risk,Pharmaceuticals
STADA Arzneimittel AG,-,18.1,Low ESG Risk,Pharmaceuticals
Suven Pharmaceuticals Ltd.,BOM:543064,13.2,Low ESG Risk,Pharmaceuticals
"Syneos Health, Inc.",-,17.3,Low ESG Risk,Pharmaceuticals
Syngene International Ltd.,BOM:539268,12.4,Low ESG Risk,Pharmaceuticals
Tarsons Products Ltd.,BOM:543399,19.2,Low ESG Risk,Pharmaceuticals
Tecan Group AG,SWX:TECN,12.1,Low ESG Risk,Pharmaceuticals
"Thermo Fisher Scientific, Inc.",NYS:TMO,12.7,Low ESG Risk,Pharmaceuticals
UCB SA,BRU:UCB,13.7,Low ESG Risk,Pharmaceuticals
Ultimovacs ASA,OSL:ULTI,17.0,Low ESG Risk,Pharmaceuticals
"Ultragenyx Pharmaceutical, Inc.",NAS:RARE,18.0,Low ESG Risk,Pharmaceuticals
"Vertex Pharmaceuticals, Inc.",NAS:VRTX,19.3,Low ESG Risk,Pharmaceuticals
Waters Corp.,NYS:WAT,12.8,Low ESG Risk,Pharmaceuticals
"WuXi AppTec Co., Ltd.",HKG:2359,10.9,Low ESG Risk,Pharmaceuticals
"Wuxi Biologics (Cayman), Inc.",HKG:2269,10.7,Low ESG Risk,Pharmaceuticals
"Zoetis, Inc.",NYS:ZTS,15.1,Low ESG Risk,Pharmaceuticals
Franco-Nevada Corp.,TSE:FNV,6.7,Negligible ESG Risk,Precious Metals
"Royal Gold, Inc.",NAS:RGLD,8.5,Negligible ESG Risk,Precious Metals
Triple Flag Precious Metals Corp.,TSE:TFPM,6.7,Negligible ESG Risk,Precious Metals
Wheaton Precious Metals Corp.,TSE:WPM,7.1,Negligible ESG Risk,Precious Metals
Anglo American Platinum Ltd.,JSE:AMS,14.6,Low ESG Risk,Precious Metals
Endeavour Mining Plc,TSE:EDV,17.3,Low ESG Risk,Precious Metals
Osisko Gold Royalties Ltd.,TSE:OR,10.0,Low ESG Risk,Precious Metals
Sandstorm Gold Ltd.,TSE:SSL,12.0,Low ESG Risk,Precious Metals
Abacus Group,ASX:ABG,9.5,Negligible ESG Risk,Real Estate
"Activia Properties, Inc.",TKS:3279,9.5,Negligible ESG Risk,Real Estate
AEDAS Homes SA,MCE:AEDAS,9.8,Negligible ESG Risk,Real Estate
Aedifica SA,BRU:AED,9.3,Negligible ESG Risk,Real Estate
AGNC Investment Corp.,NAS:AGNC,8.7,Negligible ESG Risk,Real Estate
Aldar Investment Properties LLC,-,9.5,Negligible ESG Risk,Real Estate
Altus Group Ltd.,TSE:AIF,7.9,Negligible ESG Risk,Real Estate
"Annaly Capital Management, Inc.",NYS:NLY,9.6,Negligible ESG Risk,Real Estate
"Anywhere Real Estate, Inc.",NYS:HOUS,8.0,Negligible ESG Risk,Real Estate
"AvalonBay Communities, Inc.",NYS:AVB,8.1,Negligible ESG Risk,Real Estate
Big Yellow Group Plc,LON:BYG,8.0,Negligible ESG Risk,Real Estate
Branicks Group AG,ETR:BRNK,5.8,Negligible ESG Risk,Real Estate
Bromford Housing Group Ltd.,-,9.1,Negligible ESG Risk,Real Estate
CA Immobilien Anlagen AG,WBO:CAI,9.4,Negligible ESG Risk,Real Estate
CapitaLand Ascott Trust,SES:HMN,9.5,Negligible ESG Risk,Real Estate
CapitaLand China Trust,SES:AU8U,8.9,Negligible ESG Risk,Real Estate
CapitaLand Integrated Commercial Trust,SES:C38U,9.8,Negligible ESG Risk,Real Estate
Castellum AB,OME:CAST,8.8,Negligible ESG Risk,Real Estate
"CBRE Group, Inc.",NYS:CBRE,6.3,Negligible ESG Risk,Real Estate
Charter Hall Group,ASX:CHC,9.3,Negligible ESG Risk,Real Estate
Charter Hall Retail REIT,ASX:CQR,9.3,Negligible ESG Risk,Real Estate
Charter Hall Social Infrastructure REIT,ASX:CQE,8.8,Negligible ESG Risk,Real Estate
City Developments Ltd.,SES:C09,6.2,Negligible ESG Risk,Real Estate
Concentradora Fibra Danhos SA de CV,MEX:DANHOS13,9.6,Negligible ESG Risk,Real Estate
Covivio SA,PAR:COV,4.8,Negligible ESG Risk,Real Estate
Cromwell European Real Estate Investment Trust,SES:CWBU,8.8,Negligible ESG Risk,Real Estate
Cromwell Property Group,ASX:CMW,9.4,Negligible ESG Risk,Real Estate
CTP NV,AMS:CTPNV,9.3,Negligible ESG Risk,Real Estate
Dexus,ASX:DXS,4.2,Negligible ESG Risk,Real Estate
Dexus Industria REIT,ASX:DXI,5.3,Negligible ESG Risk,Real Estate
Dream Industrial Real Estate Investment Trust,TSE:DIR.UT,9.6,Negligible ESG Risk,Real Estate
Dream Office Real Estate Investment Trust,TSE:D.UT,5.9,Negligible ESG Risk,Real Estate
Elme Communities,NYS:ELME,9.8,Negligible ESG Risk,Real Estate
"Empire State Realty Trust, Inc.",NYS:ESRT,9.9,Negligible ESG Risk,Real Estate
Equites Property Fund Ltd.,JSE:EQU,7.1,Negligible ESG Risk,Real Estate
FastPartner AB,OME:FPAR.A,9.2,Negligible ESG Risk,Real Estate
FIBRA Macquarie México,MEX:FIBRAMQ12,8.4,Negligible ESG Risk,Real Estate
Frasers Centrepoint Trust,SES:J69U,9.9,Negligible ESG Risk,Real Estate
Frasers Logistics & Commercial Trust,SES:BUOU,9.2,Negligible ESG Risk,Real Estate
Gecina SA,PAR:GFC,9.2,Negligible ESG Risk,Real Estate
GEWOBAG Wohnungsbau-AG Berlin,-,7.0,Negligible ESG Risk,Real Estate
GLP Pte. Ltd.,-,9.0,Negligible ESG Risk,Real Estate
Goodman Group,ASX:GMG,9.9,Negligible ESG Risk,Real Estate
GPT Group,ASX:GPT,8.0,Negligible ESG Risk,Real Estate
Great Portland Estates Plc,LON:GPE,7.3,Negligible ESG Risk,Real Estate
Growthpoint Properties Ltd.,JSE:GRT,8.5,Negligible ESG Risk,Real Estate
Hammerson Plc,LON:HMSO,9.3,Negligible ESG Risk,Real Estate
Heimstaden Bostad AB,-,7.7,Negligible ESG Risk,Real Estate
"Hudson Pacific Properties, Inc.",NYS:HPP,8.6,Negligible ESG Risk,Real Estate
Icade SA,PAR:ICAD,6.5,Negligible ESG Risk,Real Estate
IGD SIIQ SpA,MIL:IGD,9.7,Negligible ESG Risk,Real Estate
In'li SA,-,9.9,Negligible ESG Risk,Real Estate
Inmobiliaria Colonial SOCIMI SA,MCE:COL,5.3,Negligible ESG Risk,Real Estate
"Jones Lang LaSalle, Inc.",NYS:JLL,7.4,Negligible ESG Risk,Real Estate
Keppel Pacific Oak US REIT,SES:CMOU,7.8,Negligible ESG Risk,Real Estate
Keppel REIT,SES:K71U,8.5,Negligible ESG Risk,Real Estate
Kite Realty Group Trust,NYS:KRG,9.8,Negligible ESG Risk,Real Estate
Klépierre SA,PAR:LI,8.5,Negligible ESG Risk,Real Estate
Land Securities Group Plc,LON:LAND,7.4,Negligible ESG Risk,Real Estate
LEG Immobilien SE,ETR:LEG,5.1,Negligible ESG Risk,Real Estate
Link Real Estate Investment Trust,HKG:823,8.6,Negligible ESG Risk,Real Estate
LSTH Svenska Handelsfastigheter AB,-,8.1,Negligible ESG Risk,Real Estate
LXP Industrial Trust,NYS:LXP,9.5,Negligible ESG Risk,Real Estate
Manulife US Real Estate Investment Trust,SES:BTOU,5.0,Negligible ESG Risk,Real Estate
Mercialys SA,PAR:MERY,6.1,Negligible ESG Risk,Real Estate
MERLIN Properties SOCIMI SA,MCE:MRL,5.6,Negligible ESG Risk,Real Estate
Mori Hills REIT Investment Corp.,TKS:3234,7.9,Negligible ESG Risk,Real Estate
Neinor Homes SA,MCE:HOME,7.8,Negligible ESG Risk,Real Estate
NEPI Rockcastle NV,JSE:NRP,6.4,Negligible ESG Risk,Real Estate
"Nippon Prologis REIT, Inc.",TKS:3283,8.9,Negligible ESG Risk,Real Estate
NP3 Fastigheter AB,OME:NP3,9.7,Negligible ESG Risk,Real Estate
NSI NV,AMS:NSI,8.9,Negligible ESG Risk,Real Estate
"ORIX JREIT, Inc.",TKS:8954,8.6,Negligible ESG Risk,Real Estate
"Paramount Group, Inc.",NYS:PGRE,6.4,Negligible ESG Risk,Real Estate
"Piedmont Office Realty Trust, Inc.",NYS:PDM,8.9,Negligible ESG Risk,Real Estate
Prologis Property Mexico SA de CV,MEX:FIBRAPL14,9.9,Negligible ESG Risk,Real Estate
Promociones Habitat SA,-,6.8,Negligible ESG Risk,Real Estate
"Rayonier, Inc.",NYS:RYN,7.7,Negligible ESG Risk,Real Estate
"RE/MAX Holdings, Inc.",NYS:RMAX,9.7,Negligible ESG Risk,Real Estate
Redefine Properties Ltd.,JSE:RDF,6.5,Negligible ESG Risk,Real Estate
Savills Plc,LON:SVS,8.7,Negligible ESG Risk,Real Estate
SBA Communications Corp.,NAS:SBAC,9.7,Negligible ESG Risk,Real Estate
Scentre Group,ASX:SCG,6.5,Negligible ESG Risk,Real Estate
SEGRO PLC,LON:SGRO,6.2,Negligible ESG Risk,Real Estate
"Sekisui House Reit, Inc.",TKS:3309,8.2,Negligible ESG Risk,Real Estate
Signa Prime Selection AG,-,9.4,Negligible ESG Risk,Real Estate
"Sinyi Realty, Inc.",TAI:9940,6.5,Negligible ESG Risk,Real Estate
"Starwood Property Trust, Inc.",NYS:STWD,8.2,Negligible ESG Risk,Real Estate
Stockland,ASX:SGP,7.9,Negligible ESG Risk,Real Estate
Sunway Bhd.,KLS:5211,8.6,Negligible ESG Risk,Real Estate
Sunway Real Estate Investment Trust,KLS:5176,8.3,Negligible ESG Risk,Real Estate
TAG Immobilien AG,ETR:TEG,4.6,Negligible ESG Risk,Real Estate
Terrafina,MEX:TERRA13,7.6,Negligible ESG Risk,Real Estate
The British Land Co. Plc,LON:BLND,8.4,Negligible ESG Risk,Real Estate
Tritax Big Box REIT Plc,LON:BBOX,6.8,Negligible ESG Risk,Real Estate
Tritax EuroBox Plc,LON:EBOX,8.8,Negligible ESG Risk,Real Estate
Unibail-Rodamco-Westfield SE,PAR:URW,4.7,Negligible ESG Risk,Real Estate
VIA Outlets BV,-,9.1,Negligible ESG Risk,Real Estate
Vicinity Centres,ASX:VCX,7.2,Negligible ESG Risk,Real Estate
Vonovia SE,ETR:VNA,6.0,Negligible ESG Risk,Real Estate
5I5J Holding Group Co. Ltd.,SHE:000560,14.9,Low ESG Risk,Real Estate
"A-Living Smart City Services Co., Ltd.",HKG:3319,11.3,Low ESG Risk,Real Estate
A2Dominion Housing Group Ltd.,-,16.6,Low ESG Risk,Real Estate
abrdn Property Income Trust Ltd.,LON:API,11.3,Low ESG Risk,Real Estate
Acadia Realty Trust,NYS:AKR,13.9,Low ESG Risk,Real Estate
Advance Logistics Investment Corp.,TKS:3493,14.6,Low ESG Risk,Real Estate
Advance Residence Investment Corp.,TKS:3269,16.8,Low ESG Risk,Real Estate
Advancetek Enterprise Co. Ltd.,TAI:1442,19.4,Low ESG Risk,Real Estate
AEON REIT Investment Corp.,TKS:3292,16.5,Low ESG Risk,Real Estate
AEW UK REIT Plc,LON:AEWU,16.5,Low ESG Risk,Real Estate
Agile Group Holdings Ltd.,HKG:3383,17.5,Low ESG Risk,Real Estate
Agree Realty Corp.,NYS:ADC,15.2,Low ESG Risk,Real Estate
AIMS APAC REIT,SES:O5RU,12.4,Low ESG Risk,Real Estate
Akelius Residential Property AB,OME:AKEL.D,16.8,Low ESG Risk,Real Estate
Akis Gayrimenkul Yatirim Ortakligi AS,IST:AKSGY.E,13.4,Low ESG Risk,Real Estate
Aldar Properties PJSC,ADS:ALDAR,14.6,Low ESG Risk,Real Estate
"Alexandria Real Estate Equities, Inc.",NYS:ARE,13.1,Low ESG Risk,Real Estate
Allied Properties Real Estate Investment Trust,TSE:AP.UT,12.3,Low ESG Risk,Real Estate
Allos SA,BSP:ALOS3,18.5,Low ESG Risk,Real Estate
alstria office REIT-AG,ETR:AOX,13.1,Low ESG Risk,Real Estate
Altarea SCA,PAR:ALTA,12.1,Low ESG Risk,Real Estate
Altareit SA,PAR:AREIT,14.6,Low ESG Risk,Real Estate
"Amata Corp. Public Co., Ltd.",BKK:AMATA,12.5,Low ESG Risk,Real Estate
American Assets Trust LP,-,12.7,Low ESG Risk,Real Estate
"American Assets Trust, Inc.",NYS:AAT,14.2,Low ESG Risk,Real Estate
American Homes 4 Rent,NYS:AMH,11.6,Low ESG Risk,Real Estate
American Tower Corp.,NYS:AMT,12.6,Low ESG Risk,Real Estate
"Americold Realty Trust, Inc.",NYS:COLD,14.1,Low ESG Risk,Real Estate
Amot Investments Ltd.,TAE:AMOT,17.7,Low ESG Risk,Real Estate
Annehem Fastigheter AB,OME:ANNE.B,19.2,Low ESG Risk,Real Estate
Annington Homes Limited,-,15.7,Low ESG Risk,Real Estate
AP (Thailand) Public Co. Ltd.,BKK:AP,18.5,Low ESG Risk,Real Estate
Apartment Income REIT Corp.,-,11.4,Low ESG Risk,Real Estate
Apartment Investment & Management Co.,NYS:AIV,19.7,Low ESG Risk,Real Estate
"Apollo Commercial Real Estate Finance, Inc.",NYS:ARI,14.9,Low ESG Risk,Real Estate
"Apple Hospitality REIT, Inc.",NYS:APLE,17.4,Low ESG Risk,Real Estate
Applied Digital Corp.,NAS:APLD,19.2,Low ESG Risk,Real Estate
Arabian Centres Co.,SAU:4321,19.8,Low ESG Risk,Real Estate
ARCO BPS Holdings Ltd.,-,10.9,Low ESG Risk,Real Estate
"AREIT, Inc.",PHS:AREIT,11.0,Low ESG Risk,Real Estate
Arena REIT,ASX:ARF,12.2,Low ESG Risk,Real Estate
Ares Commercial Real Estate Corp.,NYS:ACRE,13.3,Low ESG Risk,Real Estate
Argan SA,PAR:ARG,16.7,Low ESG Risk,Real Estate
Argosy Property Ltd.,NZE:ARG,10.5,Low ESG Risk,Real Estate
"Armada Hoffler Properties, Inc.",NYS:AHH,17.8,Low ESG Risk,Real Estate
"ARMOUR Residential REIT, Inc.",NYS:ARR,18.3,Low ESG Risk,Real Estate
Aroundtown SA,ETR:AT1,10.1,Low ESG Risk,Real Estate
Artis Real Estate Investment Trust,TSE:AX.UT,13.0,Low ESG Risk,Real Estate
Ascencio SCA,BRU:ASCE,19.1,Low ESG Risk,Real Estate
Asset World Corp. Pcl,BKK:AWC,17.8,Low ESG Risk,Real Estate
Assura Plc,LON:AGR,12.9,Low ESG Risk,Real Estate
Aster Group Ltd.,-,16.8,Low ESG Risk,Real Estate
Atrium Ljungberg AB,OME:ATRLJ.B,12.9,Low ESG Risk,Real Estate
Attacq Ltd.,JSE:ATT,14.2,Low ESG Risk,Real Estate
Axis Real Estate Investment Trust,KLS:5106,12.2,Low ESG Risk,Real Estate
Azrieli Group Ltd.,TAE:AZRG,16.9,Low ESG Risk,Real Estate
Balanced Commercial Property Trust Ltd.,LON:BCPT,13.4,Low ESG Risk,Real Estate
Binjiang Service Group Co. Ltd.,HKG:3316,17.7,Low ESG Risk,Real Estate
"Blackstone Mortgage Trust, Inc.",NYS:BXMT,16.6,Low ESG Risk,Real Estate
Blackstone Property Partners Europe Holdings SARL,-,12.6,Low ESG Risk,Real Estate
Boardwalk Real Estate Investment Trust,TSE:BEI.UT,16.9,Low ESG Risk,Real Estate
"Boston Properties, Inc.",NYS:BXP,12.0,Low ESG Risk,Real Estate
bpha Ltd. (United Kingdom),-,18.3,Low ESG Risk,Real Estate
BR Properties SA,-,14.2,Low ESG Risk,Real Estate
Brandywine Realty Trust,NYS:BDN,12.0,Low ESG Risk,Real Estate
Brinova Fastigheter AB,OME:BRIN.B,17.2,Low ESG Risk,Real Estate
"Brixmor Property Group, Inc.",NYS:BRX,12.1,Low ESG Risk,Real Estate
"Broadstone Net Lease, Inc.",NYS:BNL,15.5,Low ESG Risk,Real Estate
Brookfield Canada Office Properties,-,14.4,Low ESG Risk,Real Estate
